Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,6000,586.857,41.43274429781857
StepA,6000,9.8095,41.576295967792234
StepB,6000,227.65566666666666,41.50726723070431
StepD,6000,9.3015,41.58004158004157
StepE,6000,148.145,41.56160815715829
