#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        33.700            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.332            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.332            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.234            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.038            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.136            
GPU 0     72                12                0.000        0.000        0.000        0.000        0.000        164.835           
GPU 0     69                13                0.337        0.311        0.147        0.001        0.038        184.502           
GPU 0     58                11                0.674        0.629        0.279        0.003        0.101        87.892            
GPU 0     58                10                0.670        0.625        0.279        0.003        0.101        165.182           
GPU 0     85                15                0.626        0.585        0.263        0.003        0.094        115.668           
GPU 0     78                14                0.643        0.603        0.266        0.003        0.096        155.290           
GPU 0     52                10                0.645        0.603        0.267        0.003        0.097        165.914           
GPU 0     66                12                0.644        0.602        0.267        0.003        0.097        84.335            
GPU 0     46                10                0.643        0.602        0.268        0.003        0.096        170.822           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     48                9                 0.590        0.552        0.245        0.003        0.089        169.655           
GPU 0     79                13                0.565        0.529        0.235        0.003        0.085        90.939            
GPU 0     76                14                0.650        0.609        0.271        0.003        0.097        92.950            
GPU 0     53                10                0.609        0.570        0.254        0.003        0.091        73.094            
GPU 0     53                10                0.591        0.553        0.247        0.003        0.088        83.505            
GPU 0     64                11                0.611        0.570        0.252        0.003        0.092        162.231           
GPU 0     51                9                 0.623        0.584        0.261        0.003        0.093        89.866            
GPU 0     61                11                0.553        0.518        0.229        0.003        0.083        161.608           
GPU 0     76                14                0.586        0.547        0.244        0.003        0.088        96.006            
GPU 0     82                14                0.641        0.601        0.266        0.003        0.095        167.536           
GPU 0     25                5                 0.594        0.554        0.248        0.003        0.090        180.543           
GPU 0     49                9                 0.560        0.525        0.232        0.003        0.084        211.004           
GPU 0     75                13                0.569        0.533        0.237        0.003        0.086        86.906            
GPU 0     73                13                0.575        0.537        0.239        0.003        0.087        199.374           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     30                6                 0.607        0.567        0.251        0.003        0.091        183.999           
GPU 0     63                11                0.565        0.528        0.234        0.003        0.085        207.287           
GPU 0     61                11                0.525        0.492        0.221        0.002        0.079        191.161           
GPU 0     81                16                0.619        0.575        0.248        0.003        0.095        171.225           
GPU 0     34                8                 0.633        0.581        0.244        0.003        0.103        80.825            
GPU 0     0                 0                 0.597        0.549        0.228        0.003        0.097        42.998            
GPU 0     0                 0                 0.349        0.320        0.131        0.002        0.055        41.714            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.409            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.930            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.627            
