#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.336            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.730            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.723            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.848            
GPU 0     93                12                0.001        0.000        0.000        0.000        0.000        171.787           
GPU 0     93                12                0.169        0.154        0.047        0.000        0.012        110.630           
GPU 0     90                11                0.769        0.666        0.166        0.000        0.076        155.236           
GPU 0     60                8                 0.708        0.609        0.145        0.000        0.070        137.960           
GPU 0     45                6                 0.678        0.579        0.131        0.000        0.067        135.924           
GPU 0     62                8                 0.572        0.497        0.125        0.000        0.057        152.271           
GPU 0     35                4                 0.573        0.490        0.112        0.000        0.056        121.361           
GPU 0     46                6                 0.561        0.480        0.110        0.000        0.055        108.796           
GPU 0     68                9                 0.664        0.570        0.132        0.000        0.065        105.891           
GPU 0     62                8                 0.599        0.516        0.124        0.000        0.059        96.821            
GPU 0     52                7                 0.606        0.520        0.120        0.000        0.060        124.188           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     15                2                 0.513        0.443        0.105        0.000        0.051        125.808           
GPU 0     41                5                 0.453        0.387        0.087        0.000        0.044        63.617            
GPU 0     66                8                 0.635        0.545        0.127        0.000        0.063        116.101           
GPU 0     61                8                 0.627        0.540        0.130        0.000        0.062        128.131           
GPU 0     87                11                0.623        0.533        0.122        0.000        0.061        137.645           
GPU 0     75                10                0.640        0.553        0.135        0.000        0.063        143.865           
GPU 0     52                7                 0.646        0.555        0.130        0.000        0.064        178.011           
GPU 0     45                6                 0.622        0.534        0.125        0.000        0.061        157.887           
GPU 0     77                10                0.588        0.504        0.116        0.000        0.058        67.063            
GPU 0     85                11                0.659        0.568        0.137        0.000        0.065        143.210           
GPU 0     66                8                 0.650        0.563        0.142        0.000        0.064        151.801           
GPU 0     0                 0                 0.535        0.461        0.111        0.000        0.053        36.132            
GPU 0     0                 0                 0.024        0.020        0.004        0.000        0.002        35.936            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.729            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.631            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.444            
