#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.639            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.224            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.265            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.265            
GPU 0     41                5                 0.229        0.207        0.057        0.000        0.019        182.757           
GPU 0     42                5                 0.511        0.440        0.105        0.000        0.050        156.561           
GPU 0     35                4                 0.552        0.471        0.105        0.000        0.054        129.492           
GPU 0     62                8                 0.498        0.427        0.098        0.000        0.049        132.813           
GPU 0     57                7                 0.589        0.507        0.121        0.000        0.058        145.850           
GPU 0     60                8                 0.459        0.391        0.086        0.000        0.045        76.201            
GPU 0     39                5                 0.634        0.542        0.124        0.000        0.062        151.440           
GPU 0     61                8                 0.685        0.587        0.135        0.000        0.067        158.189           
GPU 0     63                8                 0.563        0.485        0.117        0.000        0.055        75.027            
GPU 0     64                8                 0.583        0.499        0.114        0.000        0.057        130.986           
GPU 0     30                4                 0.583        0.499        0.114        0.000        0.057        80.862            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     30                4                 0.505        0.433        0.102        0.000        0.050        145.586           
GPU 0     70                9                 0.440        0.377        0.087        0.000        0.043        164.307           
GPU 0     43                5                 0.492        0.419        0.091        0.000        0.048        72.062            
GPU 0     71                9                 0.568        0.490        0.119        0.000        0.056        69.507            
GPU 0     71                9                 0.576        0.495        0.116        0.000        0.057        148.806           
GPU 0     0                 0                 0.615        0.525        0.119        0.000        0.060        71.964            
GPU 0     39                5                 0.502        0.432        0.103        0.000        0.049        76.652            
GPU 0     51                6                 0.398        0.338        0.073        0.000        0.039        78.971            
GPU 0     53                7                 0.523        0.446        0.100        0.000        0.051        87.728            
GPU 0     92                12                0.558        0.479        0.112        0.000        0.055        162.033           
GPU 0     40                5                 0.529        0.454        0.106        0.000        0.052        106.685           
GPU 0     0                 0                 0.554        0.474        0.109        0.000        0.054        40.947            
GPU 0     0                 0                 0.177        0.153        0.036        0.000        0.016        40.543            
