enter_time_str,count
2025-03-31 23:59:32.034,1
2025-03-31 23:59:32.041,1
2025-03-31 23:59:32.051,1
2025-03-31 23:59:32.059,1
2025-03-31 23:59:32.075,1
2025-03-31 23:59:32.084,1
2025-03-31 23:59:32.094,1
2025-03-31 23:59:32.104,1
2025-03-31 23:59:32.114,1
2025-03-31 23:59:32.127,1
2025-03-31 23:59:32.136,1
2025-03-31 23:59:32.151,1
2025-03-31 23:59:32.160,1
2025-03-31 23:59:32.169,1
2025-03-31 23:59:32.181,1
2025-03-31 23:59:32.193,1
2025-03-31 23:59:32.204,1
2025-03-31 23:59:32.215,1
2025-03-31 23:59:32.225,1
2025-03-31 23:59:32.236,1
2025-03-31 23:59:32.247,1
2025-03-31 23:59:32.259,1
2025-03-31 23:59:32.269,1
2025-03-31 23:59:32.280,1
2025-03-31 23:59:32.290,1
2025-03-31 23:59:32.302,1
2025-03-31 23:59:32.313,1
2025-03-31 23:59:32.324,1
2025-03-31 23:59:32.335,1
2025-03-31 23:59:32.346,1
2025-03-31 23:59:32.357,1
2025-03-31 23:59:32.369,1
2025-03-31 23:59:32.379,1
2025-03-31 23:59:32.390,1
2025-03-31 23:59:32.402,1
2025-03-31 23:59:32.412,1
2025-03-31 23:59:32.424,1
2025-03-31 23:59:32.435,1
2025-03-31 23:59:32.446,1
2025-03-31 23:59:32.458,1
2025-03-31 23:59:32.468,1
2025-03-31 23:59:32.479,1
2025-03-31 23:59:32.491,1
2025-03-31 23:59:32.501,1
2025-03-31 23:59:32.513,1
2025-03-31 23:59:32.524,1
2025-03-31 23:59:32.535,1
2025-03-31 23:59:32.557,1
2025-03-31 23:59:32.567,1
2025-03-31 23:59:32.568,1
2025-03-31 23:59:32.579,1
2025-03-31 23:59:32.590,1
2025-03-31 23:59:32.602,1
2025-03-31 23:59:32.613,1
2025-03-31 23:59:32.624,1
2025-03-31 23:59:32.637,1
2025-03-31 23:59:32.648,1
2025-03-31 23:59:32.658,1
2025-03-31 23:59:32.669,1
2025-03-31 23:59:32.681,1
2025-03-31 23:59:32.692,1
2025-03-31 23:59:32.705,1
2025-03-31 23:59:32.714,1
2025-03-31 23:59:32.725,1
2025-03-31 23:59:32.737,1
2025-03-31 23:59:32.758,1
2025-03-31 23:59:32.770,1
2025-03-31 23:59:32.782,1
2025-03-31 23:59:32.791,1
2025-03-31 23:59:32.794,1
2025-03-31 23:59:32.805,1
2025-03-31 23:59:32.816,1
2025-03-31 23:59:32.827,1
2025-03-31 23:59:32.837,1
2025-03-31 23:59:32.861,1
2025-03-31 23:59:32.872,1
2025-03-31 23:59:32.873,1
2025-03-31 23:59:32.884,1
2025-03-31 23:59:32.894,1
2025-03-31 23:59:32.904,1
2025-03-31 23:59:32.916,1
2025-03-31 23:59:32.927,1
2025-03-31 23:59:32.939,1
2025-03-31 23:59:32.951,1
2025-03-31 23:59:32.962,1
2025-03-31 23:59:32.974,1
2025-03-31 23:59:32.984,1
2025-03-31 23:59:32.995,1
2025-03-31 23:59:33.007,1
2025-03-31 23:59:33.017,1
2025-03-31 23:59:33.028,1
2025-03-31 23:59:33.039,1
2025-03-31 23:59:33.050,1
2025-03-31 23:59:33.061,1
2025-03-31 23:59:33.073,1
2025-03-31 23:59:33.085,1
2025-03-31 23:59:33.105,1
2025-03-31 23:59:33.110,1
2025-03-31 23:59:33.122,1
2025-03-31 23:59:33.132,1
2025-03-31 23:59:33.143,1
2025-03-31 23:59:33.155,1
2025-03-31 23:59:33.167,1
2025-03-31 23:59:33.178,1
2025-03-31 23:59:33.188,1
2025-03-31 23:59:33.210,1
2025-03-31 23:59:33.233,1
2025-03-31 23:59:33.236,1
2025-03-31 23:59:33.237,1
2025-03-31 23:59:33.245,1
2025-03-31 23:59:33.256,1
2025-03-31 23:59:33.268,1
2025-03-31 23:59:33.279,1
2025-03-31 23:59:33.291,1
2025-03-31 23:59:33.301,1
2025-03-31 23:59:33.313,1
2025-03-31 23:59:33.326,1
2025-03-31 23:59:33.337,1
2025-03-31 23:59:33.350,1
2025-03-31 23:59:33.360,1
2025-03-31 23:59:33.371,1
2025-03-31 23:59:33.383,1
2025-03-31 23:59:33.394,1
2025-03-31 23:59:33.405,1
2025-03-31 23:59:33.417,1
2025-03-31 23:59:33.427,1
2025-03-31 23:59:33.439,1
2025-03-31 23:59:33.450,1
2025-03-31 23:59:33.461,1
2025-03-31 23:59:33.474,1
2025-03-31 23:59:33.483,1
2025-03-31 23:59:33.495,1
2025-03-31 23:59:33.506,1
2025-03-31 23:59:33.527,1
2025-03-31 23:59:33.529,1
2025-03-31 23:59:33.541,1
2025-03-31 23:59:33.551,1
2025-03-31 23:59:33.562,1
2025-03-31 23:59:33.575,1
2025-03-31 23:59:33.585,1
2025-03-31 23:59:33.596,1
2025-03-31 23:59:33.607,1
2025-03-31 23:59:33.620,1
2025-03-31 23:59:33.630,1
2025-03-31 23:59:33.642,1
2025-03-31 23:59:33.653,1
2025-03-31 23:59:33.663,1
2025-03-31 23:59:33.676,1
2025-03-31 23:59:33.686,1
2025-03-31 23:59:33.697,1
2025-03-31 23:59:33.709,1
2025-03-31 23:59:33.719,1
