#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.522            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.351            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.374            
GPU 0     56                7                 0.526        0.464        0.129        0.000        0.054        113.906           
GPU 0     65                10                0.632        0.552        0.141        0.000        0.065        137.028           
GPU 0     84                11                0.732        0.635        0.160        0.000        0.073        96.287            
GPU 0     69                9                 0.723        0.634        0.171        0.000        0.073        178.894           
GPU 0     82                10                0.723        0.634        0.171        0.000        0.073        120.665           
GPU 0     51                6                 0.620        0.537        0.135        0.000        0.062        157.564           
GPU 0     71                9                 0.604        0.526        0.134        0.000        0.061        78.253            
GPU 0     39                5                 0.552        0.479        0.117        0.000        0.056        162.342           
GPU 0     28                4                 0.540        0.466        0.113        0.000        0.053        70.868            
GPU 0     75                9                 0.646        0.564        0.146        0.000        0.064        174.971           
GPU 0     0                 0                 0.669        0.584        0.151        0.000        0.067        39.037            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.358        0.310        0.079        0.000        0.034        39.233            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.841            
