#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        25.932            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.271            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.556            
GPU 0     52                10                0.001        0.000        0.000        0.000        0.000        113.050           
GPU 0     43                8                 0.587        0.544        0.257        0.003        0.080        164.677           
GPU 0     91                15                0.609        0.565        0.270        0.003        0.088        167.312           
GPU 0     45                9                 0.616        0.571        0.273        0.003        0.090        141.684           
GPU 0     50                10                0.646        0.600        0.287        0.003        0.094        188.918           
GPU 0     49                9                 0.649        0.602        0.288        0.003        0.094        168.930           
GPU 0     90                15                0.655        0.608        0.291        0.003        0.095        167.713           
GPU 0     47                9                 0.661        0.613        0.293        0.003        0.095        168.503           
GPU 0     88                14                0.602        0.558        0.266        0.003        0.087        82.444            
GPU 0     82                14                0.679        0.631        0.301        0.003        0.097        81.625            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     55                10                0.657        0.610        0.291        0.003        0.095        147.999           
GPU 0     54                10                0.658        0.609        0.292        0.003        0.095        85.351            
GPU 0     69                12                0.647        0.601        0.287        0.003        0.093        177.125           
GPU 0     52                10                0.664        0.615        0.294        0.003        0.096        132.229           
GPU 0     70                12                0.649        0.603        0.288        0.003        0.093        177.144           
GPU 0     96                16                0.650        0.604        0.288        0.003        0.093        197.787           
GPU 0     80                14                0.613        0.568        0.272        0.003        0.089        171.868           
GPU 0     95                15                0.654        0.607        0.290        0.003        0.094        87.533            
GPU 0     45                8                 0.641        0.596        0.284        0.003        0.092        66.850            
GPU 0     89                14                0.620        0.574        0.275        0.003        0.090        167.217           
GPU 0     76                13                0.609        0.565        0.270        0.003        0.088        168.196           
GPU 0     85                14                0.657        0.610        0.291        0.003        0.095        173.153           
GPU 0     49                9                 0.648        0.601        0.287        0.003        0.093        168.485           
GPU 0     64                11                0.622        0.577        0.275        0.003        0.090        173.842           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.648        0.600        0.285        0.003        0.093        36.437            
GPU 0     0                 0                 0.010        0.008        0.002        0.000        0.001        36.132            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.936            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.729            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.729            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.542            
