#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.077            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.119            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.102        0.086        0.037        0.016        0.032        68.342            
GPU 0     0                 0                 0.102        0.086        0.037        0.016        0.032        68.940            
GPU 0     59                28                0.319        0.281        0.138        0.055        0.139        69.602            
GPU 0     1                 0                 0.370        0.336        0.169        0.065        0.172        69.700            
GPU 0     27                2                 0.373        0.331        0.165        0.065        0.168        67.549            
GPU 0     0                 0                 0.339        0.306        0.154        0.059        0.155        67.744            
GPU 0     68                37                0.357        0.323        0.163        0.064        0.163        68.037            
GPU 0     1                 0                 0.367        0.335        0.170        0.066        0.173        195.275           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     66                29                0.396        0.359        0.181        0.071        0.183        69.810            
GPU 0     9                 2                 0.386        0.349        0.177        0.069        0.178        172.351           
GPU 0     52                24                0.353        0.320        0.161        0.063        0.165        133.005           
GPU 0     9                 3                 0.368        0.332        0.167        0.066        0.170        82.528            
GPU 0     62                30                0.338        0.297        0.145        0.056        0.145        69.017            
GPU 0     46                31                0.343        0.310        0.156        0.061        0.158        79.262            
GPU 0     1                 0                 0.354        0.322        0.162        0.064        0.166        79.285            
GPU 0     14                7                 0.357        0.319        0.159        0.062        0.159        176.656           
GPU 0     51                21                0.357        0.324        0.163        0.065        0.167        69.615            
GPU 0     17                1                 0.363        0.328        0.164        0.064        0.166        69.830            
GPU 0     0                 0                 0.350        0.313        0.156        0.061        0.158        197.649           
GPU 0     100               74                0.347        0.307        0.151        0.058        0.153        161.606           
GPU 0     98                67                0.319        0.283        0.139        0.054        0.140        154.569           
GPU 0     4                 0                 0.357        0.324        0.162        0.063        0.165        167.399           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     84                51                0.317        0.282        0.139        0.054        0.140        95.409            
GPU 0     35                18                0.297        0.268        0.134        0.052        0.136        78.516            
GPU 0     2                 0                 0.370        0.334        0.168        0.066        0.170        70.324            
GPU 0     96                67                0.346        0.318        0.161        0.064        0.166        159.052           
GPU 0     98                70                0.345        0.312        0.153        0.059        0.155        161.206           
GPU 0     76                45                0.337        0.302        0.149        0.057        0.149        71.993            
GPU 0     97                64                0.350        0.316        0.159        0.064        0.163        158.519           
GPU 0     17                9                 0.343        0.308        0.151        0.058        0.152        81.236            
GPU 0     100               79                0.368        0.334        0.169        0.067        0.172        161.400           
GPU 0     0                 0                 0.364        0.327        0.163        0.063        0.165        70.303            
GPU 0     0                 0                 0.263        0.241        0.122        0.048        0.126        39.611            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.305            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.806            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.708            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.611            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.403            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.403            
