#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.008            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.946            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.946            
GPU 0     78                7                 0.059        0.052        0.017        0.000        0.005        74.469            
GPU 0     23                3                 0.407        0.340        0.098        0.002        0.049        64.880            
GPU 0     24                4                 0.469        0.392        0.116        0.002        0.055        90.721            
GPU 0     20                3                 0.469        0.392        0.116        0.002        0.055        71.571            
GPU 0     37                5                 0.496        0.417        0.125        0.002        0.059        103.727           
GPU 0     20                3                 0.475        0.405        0.128        0.002        0.058        62.617            
GPU 0     56                8                 0.490        0.413        0.127        0.002        0.058        68.240            
GPU 0     41                6                 0.449        0.375        0.112        0.002        0.054        73.080            
GPU 0     43                6                 0.470        0.393        0.117        0.002        0.056        77.715            
GPU 0     45                7                 0.459        0.389        0.124        0.002        0.055        148.585           
GPU 0     42                6                 0.439        0.366        0.108        0.002        0.052        117.421           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     37                5                 0.487        0.414        0.130        0.002        0.060        64.782            
GPU 0     69                11                0.519        0.444        0.143        0.002        0.064        86.132            
GPU 0     69                10                0.500        0.428        0.138        0.002        0.061        172.120           
GPU 0     0                 0                 0.511        0.435        0.140        0.002        0.061        62.825            
GPU 0     60                9                 0.373        0.311        0.091        0.001        0.044        80.532            
GPU 0     70                10                0.470        0.396        0.118        0.002        0.057        103.372           
GPU 0     39                5                 0.470        0.397        0.119        0.002        0.056        151.582           
GPU 0     66                9                 0.402        0.333        0.093        0.001        0.047        144.148           
GPU 0     18                2                 0.447        0.382        0.120        0.002        0.054        85.913            
GPU 0     46                7                 0.478        0.402        0.123        0.002        0.057        129.941           
GPU 0     18                3                 0.444        0.373        0.111        0.002        0.053        63.532            
GPU 0     0                 0                 0.419        0.356        0.114        0.002        0.051        35.936            
