#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.203            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.005        28.114            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.016            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.919            
GPU 0     14                0                 0.001        0.000        0.000        0.000        0.000        35.436            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.935            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.935            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.032            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.837            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.934            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.837            
GPU 0     98                21                0.000        0.000        0.000        0.000        0.000        160.920           
GPU 0     97                17                0.326        0.322        0.133        0.000        0.043        167.338           
GPU 0     96                19                0.966        0.944        0.416        0.001        0.152        166.519           
GPU 0     97                19                0.954        0.937        0.405        0.001        0.143        168.083           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     96                16                0.953        0.936        0.417        0.001        0.138        167.651           
GPU 0     97                17                0.940        0.906        0.389        0.001        0.123        164.991           
GPU 0     97                19                0.957        0.940        0.406        0.001        0.143        167.504           
GPU 0     94                16                0.957        0.939        0.415        0.001        0.139        166.382           
GPU 0     96                17                0.955        0.939        0.423        0.001        0.136        170.388           
GPU 0     97                17                0.958        0.942        0.422        0.001        0.137        169.164           
GPU 0     97                19                0.960        0.943        0.418        0.001        0.139        166.274           
GPU 0     98                20                0.961        0.944        0.415        0.001        0.140        137.732           
GPU 0     97                18                0.962        0.945        0.419        0.001        0.139        165.625           
GPU 0     95                18                0.963        0.946        0.417        0.001        0.140        164.437           
GPU 0     96                17                0.958        0.941        0.418        0.001        0.138        171.173           
GPU 0     96                17                0.959        0.942        0.421        0.001        0.137        171.507           
GPU 0     97                18                0.962        0.945        0.420        0.001        0.138        166.429           
GPU 0     97                19                0.959        0.942        0.421        0.001        0.137        167.789           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     97                16                0.957        0.941        0.420        0.001        0.137        167.101           
GPU 0     97                19                0.956        0.933        0.397        0.001        0.128        117.242           
GPU 0     97                19                0.962        0.935        0.421        0.001        0.131        165.332           
GPU 0     97                17                0.961        0.943        0.417        0.001        0.139        167.436           
GPU 0     98                19                0.959        0.942        0.422        0.001        0.137        164.952           
GPU 0     97                18                0.963        0.946        0.421        0.001        0.138        166.465           
GPU 0     97                19                0.962        0.945        0.428        0.001        0.135        166.430           
GPU 0     97                19                0.961        0.944        0.428        0.001        0.135        161.262           
GPU 0     97                19                0.961        0.944        0.433        0.001        0.133        167.295           
GPU 0     100               20                0.959        0.943        0.429        0.001        0.134        141.292           
GPU 0     97                19                0.965        0.948        0.418        0.001        0.139        169.131           
GPU 0     0                 0                 0.965        0.948        0.421        0.001        0.138        37.710            
