#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.605            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.662            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.654            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.654            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.751            
GPU 0     0                 0                 0.118        0.096        0.026        0.000        0.011        62.129            
GPU 0     22                3                 0.138        0.113        0.029        0.001        0.015        51.360            
GPU 0     27                3                 0.138        0.113        0.029        0.001        0.015        36.327            
GPU 0     3                 0                 0.155        0.127        0.033        0.001        0.016        146.030           
GPU 0     20                3                 0.188        0.153        0.040        0.001        0.019        57.859            
GPU 0     34                4                 0.142        0.116        0.030        0.000        0.015        58.957            
GPU 0     21                3                 0.184        0.150        0.039        0.001        0.018        61.934            
GPU 0     0                 0                 0.163        0.133        0.034        0.001        0.016        45.132            
GPU 0     37                5                 0.129        0.106        0.027        0.000        0.013        87.116            
GPU 0     20                3                 0.194        0.158        0.041        0.001        0.021        58.567            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     22                3                 0.175        0.143        0.037        0.001        0.019        62.910            
GPU 0     29                3                 0.182        0.148        0.039        0.001        0.018        41.772            
GPU 0     0                 0                 0.194        0.158        0.041        0.001        0.021        49.493            
GPU 0     20                3                 0.102        0.082        0.021        0.000        0.010        89.418            
GPU 0     16                2                 0.177        0.144        0.037        0.001        0.018        96.750            
GPU 0     41                6                 0.181        0.148        0.038        0.001        0.020        67.435            
GPU 0     20                3                 0.217        0.177        0.046        0.001        0.022        63.313            
GPU 0     22                2                 0.155        0.127        0.033        0.001        0.018        35.052            
GPU 0     12                2                 0.193        0.158        0.041        0.001        0.019        40.396            
GPU 0     22                3                 0.174        0.142        0.037        0.001        0.018        51.859            
GPU 0     0                 0                 0.141        0.114        0.029        0.001        0.014        35.435            
GPU 0     0                 0                 0.116        0.095        0.025        0.000        0.013        35.240            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.240            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.142            
