#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        34.802            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        70.976            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.074            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        72.062            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        72.757            
GPU 0     N/A               N/A               0.005        0.004        0.001        0.000        0.001        71.964            
GPU 0     N/A               N/A               0.442        0.388        0.214        0.009        0.127        137.489           
GPU 0     N/A               N/A               0.498        0.437        0.246        0.010        0.142        127.853           
GPU 0     N/A               N/A               0.506        0.444        0.249        0.010        0.145        136.110           
GPU 0     N/A               N/A               0.497        0.434        0.244        0.010        0.144        121.821           
GPU 0     N/A               N/A               0.497        0.434        0.244        0.010        0.144        100.593           
GPU 0     N/A               N/A               0.471        0.411        0.231        0.009        0.136        134.961           
GPU 0     N/A               N/A               0.511        0.447        0.254        0.011        0.149        133.137           
GPU 0     N/A               N/A               0.524        0.462        0.263        0.011        0.154        128.004           
GPU 0     N/A               N/A               0.489        0.429        0.242        0.010        0.141        118.053           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.482        0.423        0.241        0.010        0.141        116.739           
GPU 0     N/A               N/A               0.491        0.432        0.242        0.010        0.141        133.782           
GPU 0     N/A               N/A               0.471        0.413        0.236        0.010        0.139        137.081           
GPU 0     N/A               N/A               0.515        0.451        0.254        0.011        0.150        73.746            
GPU 0     N/A               N/A               0.035        0.032        0.021        0.001        0.011        73.441            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        73.247            
