#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.248            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.741            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.073            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.972            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.972            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.082            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.073            
GPU 0     97                19                0.000        0.000        0.000        0.000        0.000        148.480           
GPU 0     100               21                0.490        0.481        0.197        0.000        0.066        165.260           
GPU 0     100               21                0.966        0.943        0.407        0.001        0.156        171.163           
GPU 0     93                19                0.967        0.944        0.395        0.001        0.163        170.433           
GPU 0     97                16                0.967        0.944        0.407        0.001        0.154        166.728           
GPU 0     96                21                0.963        0.939        0.422        0.001        0.144        163.603           
GPU 0     98                21                0.966        0.941        0.395        0.001        0.160        163.641           
GPU 0     94                20                0.965        0.942        0.415        0.001        0.149        165.179           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               21                0.966        0.943        0.418        0.001        0.146        178.394           
GPU 0     99                21                0.967        0.951        0.404        0.001        0.160        161.348           
GPU 0     100               21                0.964        0.948        0.399        0.001        0.161        175.148           
GPU 0     96                20                0.969        0.953        0.401        0.001        0.162        162.028           
GPU 0     100               21                0.967        0.950        0.400        0.001        0.161        183.445           
GPU 0     96                20                0.965        0.948        0.399        0.001        0.161        161.239           
GPU 0     100               21                0.953        0.936        0.394        0.001        0.159        171.375           
GPU 0     96                20                0.969        0.952        0.401        0.001        0.161        161.593           
GPU 0     100               21                0.963        0.946        0.398        0.001        0.160        165.773           
GPU 0     95                20                0.968        0.952        0.400        0.001        0.161        164.488           
GPU 0     100               21                0.967        0.951        0.400        0.001        0.160        164.681           
GPU 0     95                20                0.968        0.951        0.400        0.001        0.160        171.707           
GPU 0     96                20                0.970        0.954        0.401        0.001        0.161        167.046           
GPU 0     100               21                0.966        0.950        0.399        0.001        0.160        161.904           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     96                20                0.967        0.951        0.400        0.001        0.160        166.160           
GPU 0     100               21                0.966        0.949        0.399        0.001        0.160        122.976           
GPU 0     96                20                0.970        0.954        0.401        0.001        0.160        163.893           
GPU 0     100               21                0.967        0.951        0.400        0.001        0.160        165.226           
GPU 0     96                20                0.969        0.953        0.401        0.001        0.160        164.295           
GPU 0     100               21                0.964        0.948        0.398        0.001        0.159        177.207           
GPU 0     0                 0                 0.939        0.923        0.388        0.001        0.156        42.526            
GPU 0     0                 0                 0.429        0.421        0.176        0.000        0.067        41.841            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.241            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.850            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.947            
