#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        44.825            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.510            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.591            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        64.177            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.275            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.176            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.482            
GPU 0     N/A               N/A               0.026        0.021        0.009        0.000        0.006        93.194            
GPU 0     N/A               N/A               0.343        0.293        0.158        0.007        0.101        103.188           
GPU 0     N/A               N/A               0.288        0.245        0.130        0.005        0.085        75.428            
GPU 0     N/A               N/A               0.305        0.258        0.137        0.006        0.089        80.414            
GPU 0     N/A               N/A               0.311        0.265        0.143        0.006        0.091        92.791            
GPU 0     N/A               N/A               0.304        0.260        0.139        0.006        0.088        97.495            
GPU 0     N/A               N/A               0.327        0.276        0.143        0.006        0.095        96.733            
GPU 0     N/A               N/A               0.327        0.276        0.143        0.006        0.095        91.320            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.304        0.258        0.134        0.006        0.089        94.695            
GPU 0     N/A               N/A               0.305        0.259        0.136        0.006        0.089        90.322            
GPU 0     N/A               N/A               0.297        0.252        0.133        0.006        0.087        88.402            
GPU 0     N/A               N/A               0.280        0.238        0.125        0.005        0.082        63.293            
GPU 0     N/A               N/A               0.092        0.078        0.041        0.002        0.027        63.309            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.212            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.199            
