#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.631            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.256            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.256            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.158            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.158            
GPU 0     38                5                 0.175        0.145        0.040        0.001        0.016        160.420           
GPU 0     54                8                 0.234        0.192        0.051        0.001        0.027        134.883           
GPU 0     28                4                 0.276        0.227        0.061        0.001        0.032        77.960            
GPU 0     4                 1                 0.279        0.229        0.061        0.001        0.033        67.708            
GPU 0     50                7                 0.304        0.250        0.068        0.001        0.034        68.502            
GPU 0     37                5                 0.300        0.249        0.072        0.001        0.035        66.415            
GPU 0     58                8                 0.324        0.267        0.072        0.001        0.038        88.345            
GPU 0     50                7                 0.298        0.245        0.067        0.001        0.035        132.056           
GPU 0     1                 0                 0.249        0.204        0.054        0.001        0.029        52.797            
GPU 0     60                9                 0.249        0.204        0.054        0.001        0.029        112.591           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     43                6                 0.320        0.264        0.073        0.001        0.038        80.937            
GPU 0     31                4                 0.238        0.197        0.054        0.001        0.028        102.778           
GPU 0     60                9                 0.316        0.260        0.070        0.001        0.037        168.781           
GPU 0     11                1                 0.295        0.245        0.069        0.001        0.034        94.829            
GPU 0     20                3                 0.281        0.233        0.064        0.001        0.033        104.800           
GPU 0     40                6                 0.242        0.198        0.052        0.001        0.028        89.978            
GPU 0     20                3                 0.259        0.212        0.055        0.001        0.030        69.196            
GPU 0     59                8                 0.264        0.217        0.057        0.001        0.031        67.610            
GPU 0     40                6                 0.291        0.239        0.064        0.001        0.033        92.396            
GPU 0     25                4                 0.332        0.273        0.073        0.001        0.039        111.931           
GPU 0     20                3                 0.388        0.320        0.088        0.001        0.046        69.489            
GPU 0     0                 0                 0.262        0.216        0.058        0.001        0.031        39.649            
