#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        30.024            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.574            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.574            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.672            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        94.800            
GPU 0     N/A               N/A               0.038        0.030        0.013        0.000        0.009        103.421           
GPU 0     N/A               N/A               0.364        0.314        0.171        0.007        0.110        92.619            
GPU 0     N/A               N/A               0.331        0.283        0.153        0.006        0.098        100.607           
GPU 0     N/A               N/A               0.354        0.299        0.158        0.006        0.101        116.278           
GPU 0     N/A               N/A               0.339        0.290        0.159        0.006        0.098        102.324           
GPU 0     N/A               N/A               0.347        0.298        0.161        0.007        0.103        114.244           
GPU 0     N/A               N/A               0.342        0.294        0.158        0.007        0.102        118.225           
GPU 0     N/A               N/A               0.342        0.292        0.155        0.007        0.100        93.314            
GPU 0     N/A               N/A               0.348        0.296        0.157        0.007        0.101        112.469           
GPU 0     N/A               N/A               0.333        0.282        0.147        0.006        0.096        72.062            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.076        0.065        0.035        0.001        0.022        71.965            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.867            
