#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.531            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.849            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.858            
GPU 0     19                3                 0.220        0.188        0.063        0.001        0.023        140.380           
GPU 0     23                3                 0.335        0.275        0.074        0.001        0.039        62.117            
GPU 0     20                3                 0.332        0.271        0.071        0.001        0.039        142.966           
GPU 0     45                6                 0.278        0.228        0.061        0.001        0.032        136.281           
GPU 0     46                7                 0.308        0.255        0.071        0.001        0.036        62.519            
GPU 0     41                6                 0.298        0.245        0.066        0.001        0.035        136.468           
GPU 0     20                3                 0.269        0.222        0.061        0.001        0.032        87.723            
GPU 0     60                10                0.369        0.308        0.091        0.001        0.044        68.739            
GPU 0     13                2                 0.248        0.204        0.055        0.001        0.029        62.727            
GPU 0     42                6                 0.394        0.324        0.089        0.001        0.046        63.019            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.276        0.228        0.063        0.001        0.032        48.686            
GPU 0     0                 0                 0.300        0.247        0.068        0.001        0.034        36.828            
GPU 0     25                4                 0.372        0.305        0.081        0.001        0.043        122.504           
GPU 0     22                3                 0.368        0.302        0.080        0.001        0.042        63.324            
GPU 0     39                6                 0.368        0.302        0.080        0.001        0.042        95.252            
GPU 0     11                2                 0.341        0.279        0.074        0.001        0.040        63.422            
GPU 0     0                 0                 0.306        0.250        0.065        0.001        0.036        63.727            
GPU 0     56                8                 0.259        0.213        0.057        0.001        0.030        134.940           
GPU 0     39                6                 0.318        0.261        0.070        0.001        0.037        63.630            
GPU 0     4                 1                 0.231        0.190        0.051        0.001        0.025        77.290            
GPU 0     17                3                 0.234        0.192        0.051        0.001        0.027        62.532            
GPU 0     0                 0                 0.274        0.226        0.063        0.001        0.030        35.533            
