#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.941            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.532            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.559            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.559            
GPU 0     39                5                 0.328        0.280        0.064        0.000        0.029        68.794            
GPU 0     45                6                 0.359        0.306        0.067        0.000        0.035        127.413           
GPU 0     17                2                 0.372        0.317        0.070        0.000        0.037        69.282            
GPU 0     78                10                0.372        0.317        0.070        0.000        0.037        82.362            
GPU 0     30                4                 0.396        0.337        0.074        0.000        0.039        101.728           
GPU 0     15                2                 0.310        0.265        0.061        0.000        0.031        127.048           
GPU 0     28                3                 0.284        0.243        0.054        0.000        0.028        68.404            
GPU 0     45                6                 0.341        0.290        0.062        0.000        0.033        151.082           
GPU 0     74                10                0.403        0.343        0.074        0.000        0.040        68.001            
GPU 0     54                7                 0.384        0.329        0.076        0.000        0.038        133.873           
GPU 0     30                4                 0.271        0.230        0.049        0.000        0.026        152.069           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     29                4                 0.320        0.272        0.059        0.000        0.031        161.202           
GPU 0     34                4                 0.344        0.293        0.064        0.000        0.034        86.323            
GPU 0     14                2                 0.353        0.300        0.064        0.000        0.034        104.101           
GPU 0     8                 1                 0.373        0.322        0.077        0.000        0.037        76.485            
GPU 0     37                5                 0.264        0.224        0.048        0.000        0.025        68.794            
GPU 0     62                8                 0.311        0.264        0.057        0.000        0.030        162.589           
GPU 0     30                4                 0.330        0.282        0.062        0.000        0.032        130.767           
GPU 0     49                6                 0.279        0.238        0.053        0.000        0.027        160.964           
GPU 0     49                6                 0.342        0.290        0.062        0.000        0.033        74.790            
GPU 0     0                 0                 0.357        0.304        0.066        0.000        0.035        68.891            
