#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.246            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.434            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.434            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     11                1                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     6                 1                 0.033        0.029        0.009        0.000        0.002        35.765            
GPU 0     6                 0                 0.051        0.046        0.014        0.000        0.004        35.560            
GPU 0     6                 0                 0.051        0.045        0.014        0.000        0.003        35.756            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     6                 1                 0.053        0.046        0.014        0.000        0.004        35.667            
GPU 0     6                 0                 0.050        0.043        0.013        0.000        0.003        35.569            
GPU 0     7                 1                 0.052        0.045        0.014        0.000        0.003        35.667            
GPU 0     6                 1                 0.054        0.047        0.014        0.000        0.003        35.658            
GPU 0     7                 1                 0.053        0.046        0.014        0.000        0.004        35.569            
GPU 0     6                 0                 0.054        0.046        0.013        0.000        0.003        36.749            
GPU 0     7                 1                 0.052        0.045        0.013        0.000        0.003        35.667            
GPU 0     6                 0                 0.051        0.045        0.014        0.000        0.003        47.833            
GPU 0     6                 0                 0.052        0.046        0.014        0.000        0.003        35.667            
GPU 0     7                 1                 0.052        0.045        0.014        0.000        0.003        35.765            
GPU 0     7                 1                 0.052        0.046        0.014        0.000        0.004        36.060            
GPU 0     6                 1                 0.053        0.046        0.014        0.000        0.004        36.171            
GPU 0     3                 0                 0.051        0.045        0.014        0.000        0.004        35.667            
GPU 0     0                 0                 0.051        0.045        0.013        0.000        0.003        36.269            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     5                 0                 0.051        0.045        0.014        0.000        0.004        35.667            
GPU 0     6                 0                 0.053        0.046        0.013        0.000        0.003        35.658            
GPU 0     6                 1                 0.051        0.045        0.014        0.000        0.003        58.801            
GPU 0     7                 1                 0.051        0.044        0.013        0.000        0.003        35.756            
GPU 0     7                 1                 0.052        0.046        0.014        0.000        0.004        50.904            
GPU 0     4                 0                 0.052        0.046        0.014        0.000        0.004        35.756            
GPU 0     7                 1                 0.049        0.043        0.013        0.000        0.003        35.667            
GPU 0     6                 0                 0.053        0.047        0.014        0.000        0.004        49.538            
GPU 0     5                 0                 0.049        0.043        0.014        0.000        0.003        36.181            
GPU 0     3                 0                 0.051        0.045        0.015        0.000        0.004        35.569            
GPU 0     5                 1                 0.051        0.045        0.014        0.000        0.004        35.667            
GPU 0     0                 0                 0.051        0.045        0.013        0.000        0.003        35.667            
