#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.418            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.177            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     38                5                 0.000        0.000        0.000        0.000        0.000        64.125            
GPU 0     19                3                 0.235        0.196        0.055        0.001        0.025        105.651           
GPU 0     24                3                 0.249        0.204        0.055        0.001        0.028        78.187            
GPU 0     19                3                 0.285        0.233        0.061        0.001        0.033        64.418            
GPU 0     63                9                 0.231        0.188        0.047        0.001        0.025        68.059            
GPU 0     19                3                 0.312        0.256        0.068        0.001        0.036        68.254            
GPU 0     40                6                 0.316        0.258        0.068        0.001        0.036        84.120            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     59                9                 0.297        0.243        0.063        0.001        0.034        100.793           
GPU 0     39                6                 0.290        0.238        0.063        0.001        0.033        63.136            
GPU 0     22                3                 0.225        0.184        0.048        0.001        0.026        125.535           
GPU 0     38                5                 0.341        0.280        0.074        0.001        0.039        63.917            
GPU 0     26                4                 0.264        0.215        0.055        0.001        0.030        67.974            
GPU 0     0                 0                 0.274        0.225        0.060        0.001        0.031        87.860            
GPU 0     56                8                 0.358        0.296        0.082        0.001        0.041        107.150           
GPU 0     36                5                 0.265        0.217        0.057        0.001        0.030        70.035            
GPU 0     54                8                 0.290        0.238        0.064        0.001        0.033        150.434           
GPU 0     0                 0                 0.277        0.227        0.059        0.001        0.031        63.624            
GPU 0     41                6                 0.261        0.214        0.056        0.001        0.029        77.429            
GPU 0     26                4                 0.274        0.223        0.057        0.001        0.031        83.304            
GPU 0     24                3                 0.263        0.216        0.057        0.001        0.030        134.853           
GPU 0     5                 1                 0.307        0.253        0.069        0.001        0.035        67.473            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     56                8                 0.253        0.208        0.055        0.001        0.029        100.092           
GPU 0     40                6                 0.273        0.225        0.061        0.001        0.032        65.809            
GPU 0     0                 0                 0.293        0.239        0.063        0.001        0.034        63.722            
GPU 0     20                3                 0.236        0.193        0.051        0.001        0.027        64.223            
GPU 0     0                 0                 0.292        0.238        0.061        0.001        0.033        63.819            
GPU 0     8                 1                 0.291        0.239        0.065        0.001        0.032        67.168            
GPU 0     20                3                 0.202        0.165        0.042        0.001        0.022        66.687            
GPU 0     39                5                 0.312        0.256        0.068        0.001        0.036        64.125            
GPU 0     19                2                 0.330        0.270        0.070        0.001        0.038        141.342           
GPU 0     57                8                 0.292        0.239        0.063        0.001        0.034        95.966            
GPU 0     37                6                 0.288        0.235        0.060        0.001        0.033        63.429            
GPU 0     18                3                 0.252        0.207        0.056        0.001        0.029        137.428           
GPU 0     21                3                 0.283        0.232        0.062        0.001        0.032        64.125            
GPU 0     37                5                 0.250        0.204        0.052        0.001        0.028        78.112            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     17                3                 0.263        0.215        0.056        0.001        0.030        65.308            
GPU 0     42                6                 0.213        0.176        0.048        0.001        0.023        124.205           
GPU 0     65                8                 0.288        0.237        0.063        0.001        0.033        127.830           
GPU 0     53                7                 0.259        0.212        0.056        0.001        0.029        127.403           
GPU 0     0                 0                 0.359        0.294        0.077        0.001        0.041        63.819            
