#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.774            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.419            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.322            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.322            
GPU 0     52                29                0.191        0.157        0.071        0.029        0.064        64.386            
GPU 0     0                 0                 0.191        0.157        0.071        0.029        0.064        64.581            
GPU 0     20                2                 0.226        0.194        0.094        0.035        0.094        64.971            
GPU 0     9                 1                 0.308        0.270        0.133        0.052        0.133        149.185           
GPU 0     10                1                 0.297        0.257        0.125        0.047        0.126        64.288            
GPU 0     1                 0                 0.334        0.295        0.149        0.057        0.150        64.776            
GPU 0     16                3                 0.208        0.176        0.083        0.030        0.082        119.729           
GPU 0     11                1                 0.296        0.262        0.129        0.050        0.128        65.484            
GPU 0     39                24                0.267        0.233        0.115        0.043        0.114        167.982           
GPU 0     10                1                 0.276        0.245        0.123        0.048        0.127        65.167            
GPU 0     100               70                0.366        0.329        0.165        0.063        0.165        167.499           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     75                43                0.261        0.236        0.121        0.048        0.124        74.541            
GPU 0     61                43                0.213        0.186        0.089        0.034        0.088        124.721           
GPU 0     29                18                0.295        0.257        0.127        0.049        0.128        136.338           
GPU 0     24                12                0.301        0.257        0.123        0.046        0.122        126.745           
GPU 0     17                2                 0.308        0.270        0.133        0.050        0.133        93.195            
GPU 0     10                1                 0.225        0.191        0.092        0.036        0.093        65.484            
GPU 0     35                20                0.233        0.193        0.090        0.033        0.088        66.355            
GPU 0     15                3                 0.338        0.303        0.153        0.059        0.155        175.340           
GPU 0     2                 0                 0.252        0.218        0.106        0.041        0.106        74.332            
GPU 0     74                44                0.252        0.215        0.104        0.039        0.102        73.628            
GPU 0     1                 0                 0.268        0.232        0.113        0.042        0.113        129.512           
GPU 0     80                55                0.223        0.188        0.089        0.033        0.088        159.582           
GPU 0     83                51                0.265        0.234        0.116        0.045        0.116        73.552            
GPU 0     0                 0                 0.248        0.218        0.106        0.040        0.106        73.942            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     12                2                 0.230        0.195        0.093        0.035        0.092        174.636           
GPU 0     8                 1                 0.327        0.289        0.143        0.054        0.142        94.333            
GPU 0     0                 0                 0.304        0.264        0.129        0.049        0.130        66.246            
GPU 0     33                20                0.292        0.263        0.132        0.051        0.135        154.093           
GPU 0     30                18                0.261        0.226        0.111        0.042        0.111        45.121            
GPU 0     10                1                 0.260        0.231        0.114        0.043        0.113        107.279           
GPU 0     17                2                 0.261        0.221        0.104        0.040        0.102        77.674            
GPU 0     9                 1                 0.343        0.302        0.149        0.056        0.147        93.030            
GPU 0     1                 0                 0.311        0.264        0.126        0.048        0.126        52.333            
GPU 0     32                18                0.275        0.237        0.116        0.045        0.116        80.332            
GPU 0     3                 0                 0.225        0.193        0.092        0.034        0.092        66.069            
GPU 0     35                18                0.310        0.271        0.132        0.050        0.131        66.166            
GPU 0     60                28                0.298        0.259        0.126        0.049        0.127        71.946            
GPU 0     82                56                0.277        0.236        0.112        0.042        0.112        81.916            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     36                18                0.244        0.205        0.097        0.038        0.097        68.507            
GPU 0     0                 0                 0.206        0.179        0.088        0.033        0.089        38.117            
GPU 0     0                 0                 0.146        0.126        0.060        0.023        0.054        37.714            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.616            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.421            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.324            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.128            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.018            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.920            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.920            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.421            
