#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     31                1                 0.000        0.000        0.000        0.000        0.000        35.181            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.125            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.922            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.929            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.148            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        39.060            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.963            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.963            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.865            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.865            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.865            
GPU 0     25                2                 0.000        0.000        0.000        0.000        0.000        39.442            
GPU 0     49                7                 0.026        0.021        0.007        0.000        0.002        127.178           
GPU 0     55                8                 0.512        0.431        0.133        0.002        0.060        68.889            
GPU 0     41                6                 0.502        0.424        0.131        0.002        0.058        152.619           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     61                9                 0.491        0.412        0.122        0.002        0.057        138.408           
GPU 0     32                4                 0.514        0.433        0.133        0.002        0.060        108.562           
GPU 0     41                6                 0.424        0.354        0.104        0.001        0.049        143.766           
GPU 0     53                7                 0.445        0.376        0.116        0.001        0.052        68.420            
GPU 0     55                8                 0.410        0.342        0.096        0.001        0.048        156.977           
GPU 0     29                5                 0.474        0.399        0.116        0.001        0.055        158.287           
GPU 0     39                5                 0.434        0.361        0.105        0.001        0.051        94.502            
GPU 0     70                10                0.435        0.361        0.104        0.001        0.050        168.169           
GPU 0     55                8                 0.505        0.430        0.138        0.002        0.060        139.877           
GPU 0     51                8                 0.530        0.446        0.137        0.002        0.062        112.160           
GPU 0     40                6                 0.371        0.309        0.089        0.001        0.044        147.582           
GPU 0     63                10                0.481        0.405        0.125        0.002        0.057        177.094           
GPU 0     57                8                 0.424        0.353        0.102        0.001        0.049        162.210           
GPU 0     40                6                 0.436        0.364        0.107        0.001        0.051        158.405           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     39                6                 0.520        0.445        0.144        0.002        0.062        148.812           
GPU 0     61                9                 0.439        0.363        0.101        0.001        0.051        182.066           
GPU 0     55                8                 0.471        0.393        0.115        0.002        0.054        123.939           
GPU 0     44                7                 0.534        0.449        0.138        0.002        0.063        115.924           
GPU 0     43                7                 0.389        0.321        0.089        0.001        0.045        72.660            
GPU 0     56                8                 0.466        0.391        0.115        0.002        0.054        141.456           
GPU 0     0                 0                 0.360        0.297        0.082        0.001        0.042        41.350            
