#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.919            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.314            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.217            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.438            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.438            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.244            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     78                11                0.000        0.000        0.000        0.000        0.000        190.574           
GPU 0     58                8                 0.125        0.117        0.048        0.000        0.012        171.858           
GPU 0     74                15                0.584        0.517        0.189        0.002        0.075        83.042            
GPU 0     46                8                 0.631        0.578        0.235        0.002        0.088        88.257            
GPU 0     72                13                0.627        0.578        0.258        0.003        0.088        106.614           
GPU 0     100               17                0.613        0.558        0.207        0.002        0.086        97.506            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     69                10                0.639        0.582        0.227        0.003        0.089        173.228           
GPU 0     66                9                 0.585        0.509        0.173        0.002        0.071        74.289            
GPU 0     64                12                0.614        0.549        0.202        0.002        0.083        167.953           
GPU 0     0                 0                 0.638        0.586        0.236        0.003        0.086        40.138            
GPU 0     0                 0                 0.330        0.296        0.113        0.001        0.043        39.624            
