#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.910            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     4                 0                 0.010        0.008        0.002        0.000        0.001        35.044            
GPU 0     95                21                0.965        0.942        0.395        0.001        0.163        165.782           
GPU 0     95                21                0.962        0.939        0.394        0.001        0.164        149.716           
GPU 0     100               22                0.962        0.939        0.394        0.001        0.164        168.641           
GPU 0     100               22                0.963        0.940        0.394        0.001        0.164        169.220           
GPU 0     100               22                0.962        0.939        0.394        0.001        0.164        170.364           
GPU 0     100               22                0.963        0.940        0.394        0.001        0.164        169.911           
GPU 0     100               22                0.963        0.940        0.394        0.001        0.164        164.217           
GPU 0     95                20                0.960        0.937        0.393        0.001        0.163        166.428           
GPU 0     94                20                0.963        0.940        0.394        0.001        0.164        160.972           
GPU 0     95                20                0.961        0.938        0.393        0.001        0.163        173.195           
GPU 0     100               22                0.963        0.940        0.394        0.001        0.163        161.965           
GPU 0     95                20                0.891        0.870        0.364        0.001        0.152        165.208           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     95                20                0.952        0.930        0.390        0.001        0.161        164.951           
GPU 0     92                20                0.964        0.941        0.394        0.001        0.163        169.413           
GPU 0     100               21                0.961        0.937        0.393        0.001        0.163        163.713           
GPU 0     100               21                0.959        0.935        0.392        0.001        0.162        164.276           
GPU 0     100               21                0.961        0.938        0.393        0.001        0.163        166.128           
GPU 0     96                21                0.963        0.940        0.394        0.001        0.163        161.319           
GPU 0     100               21                0.964        0.941        0.394        0.001        0.163        136.312           
GPU 0     96                20                0.962        0.939        0.393        0.001        0.162        169.413           
GPU 0     92                20                0.858        0.837        0.351        0.001        0.146        181.518           
GPU 0     100               22                0.966        0.943        0.395        0.001        0.162        164.217           
GPU 0     94                20                0.964        0.941        0.394        0.001        0.162        166.428           
GPU 0     90                19                0.963        0.940        0.394        0.001        0.162        161.952           
GPU 0     95                20                0.960        0.938        0.393        0.001        0.162        152.129           
GPU 0     98                20                0.963        0.940        0.393        0.001        0.162        167.506           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     95                20                0.963        0.940        0.393        0.001        0.162        168.291           
GPU 0     96                20                0.962        0.938        0.393        0.001        0.162        173.539           
GPU 0     100               21                0.966        0.943        0.395        0.001        0.162        164.700           
GPU 0     100               21                0.963        0.940        0.393        0.001        0.162        161.369           
GPU 0     96                20                0.893        0.872        0.365        0.001        0.151        160.232           
GPU 0     0                 0                 0.964        0.941        0.394        0.001        0.162        38.013            
GPU 0     0                 0                 0.326        0.315        0.128        0.000        0.048        37.622            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.121            
