#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        29.827            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.820            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.906            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.906            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.114            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.212            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.309            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        134.354           
GPU 0     N/A               N/A               0.108        0.093        0.046        0.002        0.029        113.287           
GPU 0     N/A               N/A               0.541        0.484        0.268        0.011        0.158        116.828           
GPU 0     N/A               N/A               0.571        0.508        0.281        0.012        0.166        131.438           
GPU 0     N/A               N/A               0.580        0.514        0.288        0.013        0.170        111.381           
GPU 0     N/A               N/A               0.581        0.516        0.289        0.013        0.171        123.401           
GPU 0     N/A               N/A               0.590        0.523        0.293        0.013        0.173        133.568           
GPU 0     N/A               N/A               0.574        0.510        0.287        0.013        0.168        115.284           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.584        0.521        0.292        0.013        0.171        135.487           
GPU 0     N/A               N/A               0.583        0.518        0.291        0.013        0.171        133.579           
GPU 0     N/A               N/A               0.586        0.522        0.293        0.013        0.171        130.059           
GPU 0     N/A               N/A               0.581        0.517        0.291        0.013        0.171        132.488           
GPU 0     N/A               N/A               0.579        0.514        0.288        0.012        0.169        128.789           
GPU 0     N/A               N/A               0.575        0.511        0.287        0.013        0.169        111.575           
GPU 0     N/A               N/A               0.574        0.509        0.283        0.012        0.167        126.950           
GPU 0     N/A               N/A               0.567        0.504        0.283        0.012        0.166        123.997           
GPU 0     N/A               N/A               0.582        0.519        0.292        0.013        0.171        140.277           
GPU 0     N/A               N/A               0.571        0.508        0.285        0.013        0.169        122.055           
GPU 0     N/A               N/A               0.583        0.520        0.289        0.013        0.170        119.065           
GPU 0     N/A               N/A               0.578        0.514        0.290        0.013        0.169        133.362           
GPU 0     N/A               N/A               0.586        0.521        0.291        0.013        0.171        140.468           
GPU 0     N/A               N/A               0.573        0.508        0.285        0.012        0.168        127.852           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.587        0.522        0.292        0.013        0.173        140.177           
GPU 0     N/A               N/A               0.564        0.501        0.281        0.012        0.166        110.203           
GPU 0     N/A               N/A               0.578        0.514        0.288        0.013        0.169        103.163           
GPU 0     N/A               N/A               0.488        0.440        0.262        0.012        0.151        103.445           
GPU 0     N/A               N/A               0.365        0.337        0.224        0.012        0.126        68.090            
GPU 0     N/A               N/A               0.060        0.056        0.037        0.002        0.021        67.778            
