#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.118            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.861            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.763            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.763            
GPU 0     50                10                0.000        0.000        0.000        0.000        0.000        203.828           
GPU 0     84                13                0.517        0.479        0.221        0.002        0.068        164.288           
GPU 0     67                11                0.651        0.608        0.260        0.003        0.097        184.911           
GPU 0     80                14                0.648        0.590        0.243        0.003        0.089        183.739           
GPU 0     72                11                0.672        0.621        0.248        0.003        0.096        181.296           
GPU 0     52                9                 0.639        0.585        0.239        0.003        0.090        74.832            
GPU 0     62                10                0.684        0.638        0.270        0.003        0.098        151.444           
GPU 0     61                10                0.668        0.617        0.266        0.003        0.095        88.339            
GPU 0     69                11                0.654        0.595        0.233        0.003        0.090        158.190           
GPU 0     86                14                0.665        0.611        0.246        0.003        0.095        161.679           
GPU 0     61                11                0.661        0.611        0.249        0.003        0.095        159.073           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     87                14                0.672        0.622        0.259        0.003        0.097        84.902            
GPU 0     73                13                0.659        0.608        0.269        0.003        0.096        96.628            
GPU 0     70                13                0.664        0.617        0.277        0.003        0.098        87.607            
GPU 0     84                16                0.659        0.608        0.246        0.003        0.096        95.539            
GPU 0     93                18                0.666        0.618        0.266        0.003        0.100        93.526            
GPU 0     91                15                0.672        0.625        0.274        0.003        0.099        128.104           
GPU 0     69                11                0.660        0.609        0.262        0.003        0.094        99.778            
GPU 0     63                10                0.661        0.614        0.262        0.003        0.095        93.607            
GPU 0     89                18                0.609        0.547        0.211        0.003        0.082        95.820            
GPU 0     65                12                0.680        0.633        0.267        0.003        0.101        191.472           
GPU 0     68                12                0.629        0.576        0.251        0.003        0.088        90.009            
GPU 0     65                10                0.670        0.614        0.251        0.003        0.093        166.754           
GPU 0     38                7                 0.669        0.622        0.277        0.003        0.097        74.943            
GPU 0     0                 0                 0.581        0.539        0.237        0.003        0.085        41.045            
