#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.030            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.626            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.626            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.626            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.751            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.360            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.271            
GPU 0     100               17                0.000        0.000        0.000        0.000        0.000        160.246           
GPU 0     95                17                0.257        0.252        0.107        0.000        0.030        162.738           
GPU 0     90                12                0.902        0.854        0.301        0.001        0.113        150.168           
GPU 0     97                16                0.885        0.822        0.280        0.001        0.104        172.174           
GPU 0     98                15                0.954        0.924        0.370        0.001        0.130        167.165           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     73                9                 0.946        0.904        0.364        0.001        0.130        126.592           
GPU 0     94                16                0.890        0.843        0.317        0.001        0.118        167.658           
GPU 0     97                17                0.941        0.896        0.331        0.001        0.115        166.540           
GPU 0     93                15                0.939        0.907        0.356        0.001        0.128        175.112           
GPU 0     93                12                0.939        0.893        0.338        0.001        0.123        163.430           
GPU 0     93                13                0.927        0.864        0.294        0.001        0.111        166.733           
GPU 0     91                12                0.924        0.871        0.323        0.001        0.112        179.179           
GPU 0     97                16                0.912        0.852        0.296        0.001        0.110        151.537           
GPU 0     0                 0                 0.936        0.885        0.343        0.001        0.112        65.703            
GPU 0     0                 0                 0.548        0.520        0.191        0.000        0.067        36.230            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.936            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.729            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.640            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.848            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.435            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.631            
