#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.919            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.607            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.314            
GPU 0     4                 0                 0.001        0.000        0.000        0.000        0.000        38.146            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.244            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.244            
GPU 0     59                7                 0.000        0.000        0.000        0.000        0.000        70.040            
GPU 0     40                5                 0.481        0.440        0.143        0.000        0.056        123.324           
GPU 0     67                9                 0.458        0.396        0.097        0.000        0.046        132.988           
GPU 0     82                11                0.690        0.607        0.161        0.000        0.071        171.622           
GPU 0     76                10                0.698        0.617        0.172        0.000        0.072        150.151           
GPU 0     91                12                0.794        0.705        0.199        0.000        0.081        182.942           
GPU 0     82                11                0.780        0.692        0.195        0.000        0.081        69.683            
GPU 0     96                13                0.761        0.673        0.188        0.000        0.077        168.320           
GPU 0     0                 0                 0.755        0.670        0.187        0.000        0.077        71.464            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.551        0.487        0.137        0.000        0.056        40.236            
