#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     25                1                 0.000        0.000        0.000        0.000        0.000        30.083            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.032            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.032            
GPU 0     26                2                 0.000        0.000        0.000        0.000        0.000        35.131            
GPU 0     28                4                 0.014        0.009        0.002        0.000        0.001        79.330            
GPU 0     64                11                0.600        0.556        0.242        0.002        0.089        94.664            
GPU 0     71                13                0.627        0.563        0.214        0.002        0.084        83.274            
GPU 0     73                11                0.621        0.554        0.200        0.002        0.080        165.268           
GPU 0     65                11                0.621        0.549        0.190        0.002        0.079        90.959            
GPU 0     51                9                 0.642        0.586        0.233        0.002        0.089        162.673           
GPU 0     62                10                0.624        0.569        0.234        0.002        0.087        172.059           
GPU 0     44                6                 0.662        0.605        0.236        0.003        0.092        180.776           
GPU 0     67                12                0.620        0.541        0.194        0.002        0.078        168.621           
GPU 0     69                14                0.657        0.607        0.249        0.003        0.095        89.129            
GPU 0     58                11                0.624        0.563        0.208        0.002        0.082        165.075           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     77                13                0.673        0.623        0.269        0.003        0.097        66.849            
GPU 0     49                7                 0.654        0.598        0.237        0.003        0.092        71.855            
GPU 0     42                6                 0.612        0.539        0.201        0.002        0.080        122.116           
GPU 0     0                 0                 0.602        0.539        0.198        0.002        0.080        64.408            
GPU 0     0                 0                 0.472        0.424        0.156        0.002        0.060        35.839            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.632            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.742            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.742            
