#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.803            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.568            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.461            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.558            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.656            
GPU 0     98                16                0.616        0.591        0.253        0.000        0.070        166.253           
GPU 0     96                13                0.920        0.873        0.313        0.001        0.114        166.356           
GPU 0     95                15                0.841        0.782        0.257        0.001        0.100        146.046           
GPU 0     89                11                0.844        0.763        0.227        0.001        0.093        156.125           
GPU 0     95                15                0.850        0.783        0.258        0.001        0.097        102.728           
GPU 0     92                12                0.913        0.848        0.292        0.001        0.106        168.513           
GPU 0     98                15                0.852        0.780        0.255        0.001        0.094        135.988           
GPU 0     96                19                0.940        0.898        0.325        0.001        0.119        163.182           
GPU 0     96                16                0.869        0.803        0.263        0.001        0.101        167.351           
GPU 0     97                13                0.917        0.863        0.313        0.001        0.106        168.416           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     87                11                0.849        0.782        0.248        0.001        0.094        149.710           
GPU 0     94                15                0.910        0.837        0.262        0.001        0.098        165.382           
GPU 0     97                16                0.920        0.857        0.287        0.001        0.104        177.396           
GPU 0     92                12                0.898        0.829        0.272        0.001        0.101        172.494           
GPU 0     0                 0                 0.297        0.282        0.099        0.000        0.032        41.714            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.919            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.432            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.028            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.334            
