#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        26.328            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        64.395            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.395            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.597            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.677            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.701            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.780            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.792            
GPU 0     N/A               N/A               0.363        0.322        0.178        0.007        0.102        125.700           
GPU 0     N/A               N/A               0.522        0.466        0.267        0.011        0.149        120.199           
GPU 0     N/A               N/A               0.522        0.466        0.267        0.011        0.149        108.643           
GPU 0     N/A               N/A               0.502        0.443        0.246        0.010        0.142        107.466           
GPU 0     N/A               N/A               0.510        0.448        0.253        0.010        0.147        121.961           
GPU 0     N/A               N/A               0.502        0.440        0.247        0.010        0.144        110.139           
GPU 0     N/A               N/A               0.507        0.445        0.251        0.010        0.145        125.412           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.506        0.447        0.253        0.010        0.147        121.643           
GPU 0     N/A               N/A               0.491        0.435        0.245        0.010        0.139        123.624           
GPU 0     N/A               N/A               0.490        0.432        0.239        0.010        0.138        116.278           
GPU 0     N/A               N/A               0.496        0.436        0.243        0.010        0.141        103.077           
GPU 0     N/A               N/A               0.501        0.440        0.247        0.010        0.144        99.934            
GPU 0     N/A               N/A               0.349        0.320        0.212        0.011        0.116        64.103            
GPU 0     N/A               N/A               0.074        0.067        0.046        0.002        0.025        63.999            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.005            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.907            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.809            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.712            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.603            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.603            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.505            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.505            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        63.505            
