#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        45.228            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.603            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.505            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.407            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.326            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.228            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.228            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.130            
GPU 0     92                12                0.000        0.000        0.000        0.000        0.000        152.816           
GPU 0     92                12                0.681        0.604        0.171        0.000        0.064        151.275           
GPU 0     89                11                0.907        0.770        0.165        0.001        0.089        175.395           
GPU 0     92                12                0.859        0.748        0.189        0.001        0.089        157.030           
GPU 0     91                11                0.913        0.775        0.167        0.001        0.089        154.717           
GPU 0     92                12                0.907        0.770        0.165        0.001        0.089        141.585           
GPU 0     92                12                0.905        0.768        0.164        0.001        0.088        160.231           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     92                12                0.912        0.774        0.166        0.001        0.089        145.273           
GPU 0     91                11                0.910        0.772        0.165        0.001        0.089        154.607           
GPU 0     92                12                0.909        0.772        0.165        0.001        0.089        155.888           
GPU 0     92                12                0.909        0.771        0.165        0.001        0.089        153.108           
GPU 0     91                11                0.901        0.767        0.168        0.001        0.088        160.129           
GPU 0     93                12                0.899        0.767        0.173        0.001        0.088        161.111           
GPU 0     92                12                0.902        0.770        0.173        0.001        0.088        151.872           
GPU 0     91                11                0.905        0.770        0.169        0.001        0.089        154.106           
GPU 0     92                12                0.916        0.777        0.166        0.001        0.089        154.139           
GPU 0     92                12                0.892        0.763        0.175        0.001        0.087        163.376           
GPU 0     92                12                0.908        0.772        0.168        0.001        0.089        159.986           
GPU 0     91                11                0.912        0.774        0.166        0.001        0.089        160.375           
GPU 0     92                12                0.908        0.771        0.165        0.001        0.089        159.691           
GPU 0     91                11                0.907        0.770        0.165        0.001        0.089        157.455           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     92                12                0.908        0.771        0.165        0.001        0.089        161.257           
GPU 0     92                12                0.909        0.772        0.165        0.001        0.089        166.850           
GPU 0     92                12                0.911        0.773        0.165        0.001        0.089        165.290           
GPU 0     92                12                0.904        0.768        0.167        0.001        0.088        158.720           
GPU 0     92                12                0.910        0.773        0.167        0.001        0.089        152.646           
GPU 0     92                12                0.912        0.774        0.166        0.001        0.089        162.515           
GPU 0     91                12                0.907        0.770        0.165        0.001        0.089        159.589           
GPU 0     92                12                0.908        0.772        0.167        0.001        0.089        160.669           
GPU 0     91                11                0.909        0.773        0.168        0.001        0.089        150.841           
GPU 0     91                11                0.908        0.771        0.165        0.001        0.089        162.445           
GPU 0     91                11                0.907        0.772        0.168        0.001        0.089        166.699           
GPU 0     92                12                0.910        0.773        0.165        0.001        0.089        160.471           
GPU 0     91                11                0.911        0.774        0.166        0.001        0.089        163.860           
GPU 0     92                12                0.909        0.772        0.165        0.001        0.089        161.111           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     92                12                0.907        0.770        0.165        0.001        0.089        160.760           
GPU 0     92                12                0.908        0.771        0.165        0.001        0.089        157.785           
GPU 0     90                11                0.907        0.770        0.165        0.001        0.089        161.692           
GPU 0     92                12                0.906        0.770        0.168        0.001        0.089        166.561           
GPU 0     0                 0                 0.911        0.774        0.169        0.001        0.089        67.822            
