#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.118            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.069            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.057            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.167            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.167            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.048            
GPU 0     100               21                0.000        0.000        0.000        0.000        0.000        168.317           
GPU 0     96                17                0.881        0.862        0.384        0.001        0.125        169.893           
GPU 0     100               21                0.940        0.923        0.378        0.001        0.148        160.408           
GPU 0     100               21                0.964        0.944        0.398        0.001        0.158        165.761           
GPU 0     95                18                0.964        0.944        0.399        0.001        0.159        167.930           
GPU 0     95                19                0.966        0.946        0.406        0.001        0.156        164.235           
GPU 0     95                19                0.966        0.945        0.420        0.001        0.147        177.802           
GPU 0     100               21                0.966        0.943        0.423        0.001        0.144        165.456           
GPU 0     96                20                0.966        0.942        0.422        0.001        0.145        167.241           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               21                0.969        0.952        0.403        0.001        0.159        173.131           
GPU 0     92                20                0.967        0.946        0.415        0.001        0.150        161.579           
GPU 0     86                15                0.963        0.939        0.421        0.001        0.144        169.932           
GPU 0     95                16                0.964        0.940        0.423        0.001        0.143        164.975           
GPU 0     100               21                0.960        0.936        0.412        0.001        0.138        145.298           
GPU 0     96                16                0.968        0.945        0.423        0.001        0.144        167.882           
GPU 0     92                15                0.964        0.940        0.421        0.001        0.143        167.048           
GPU 0     95                19                0.963        0.939        0.423        0.001        0.142        106.267           
GPU 0     100               21                0.970        0.946        0.424        0.001        0.144        161.773           
GPU 0     99                16                0.965        0.941        0.421        0.001        0.144        178.398           
GPU 0     96                20                0.967        0.943        0.424        0.001        0.143        167.433           
GPU 0     100               21                0.963        0.939        0.422        0.001        0.142        156.802           
GPU 0     96                16                0.963        0.939        0.420        0.001        0.143        167.976           
GPU 0     95                17                0.964        0.940        0.423        0.001        0.142        164.088           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     94                18                0.961        0.937        0.421        0.001        0.142        163.996           
GPU 0     100               16                0.961        0.937        0.419        0.001        0.143        125.077           
GPU 0     95                18                0.968        0.944        0.424        0.001        0.143        171.913           
GPU 0     0                 0                 0.965        0.941        0.423        0.001        0.142        77.093            
GPU 0     0                 0                 0.681        0.660        0.286        0.000        0.102        41.938            
