#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.317            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.168            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.057            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.057            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.959            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.960            
GPU 0     56                9                 0.474        0.442        0.198        0.002        0.064        66.602            
GPU 0     80                14                0.474        0.442        0.198        0.002        0.064        161.928           
GPU 0     83                14                0.667        0.622        0.294        0.003        0.098        166.743           
GPU 0     76                14                0.654        0.607        0.288        0.003        0.097        91.716            
GPU 0     42                9                 0.665        0.617        0.291        0.003        0.097        97.254            
GPU 0     55                10                0.663        0.612        0.270        0.003        0.108        77.042            
GPU 0     75                13                0.670        0.628        0.282        0.003        0.105        171.256           
GPU 0     52                11                0.670        0.627        0.283        0.003        0.106        165.798           
GPU 0     60                12                0.662        0.618        0.280        0.003        0.105        168.865           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     95                19                0.656        0.614        0.277        0.003        0.103        85.928            
GPU 0     64                13                0.665        0.622        0.281        0.003        0.104        84.999            
GPU 0     41                8                 0.669        0.626        0.283        0.003        0.105        165.217           
GPU 0     89                15                0.632        0.591        0.266        0.003        0.100        178.732           
GPU 0     70                13                0.641        0.599        0.271        0.003        0.101        85.790            
GPU 0     55                11                0.661        0.618        0.279        0.003        0.104        99.456            
GPU 0     60                12                0.667        0.624        0.281        0.003        0.104        166.244           
GPU 0     88                17                0.670        0.625        0.283        0.003        0.105        115.987           
GPU 0     70                14                0.687        0.643        0.291        0.003        0.107        167.227           
GPU 0     84                17                0.623        0.581        0.262        0.003        0.099        167.526           
GPU 0     66                13                0.673        0.629        0.284        0.003        0.105        112.400           
GPU 0     70                12                0.646        0.604        0.272        0.003        0.101        164.483           
GPU 0     91                18                0.648        0.607        0.273        0.003        0.101        86.859            
GPU 0     69                13                0.592        0.553        0.251        0.003        0.093        84.709            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     27                6                 0.607        0.568        0.256        0.003        0.096        184.677           
GPU 0     41                9                 0.620        0.579        0.262        0.003        0.097        98.396            
GPU 0     86                17                0.572        0.533        0.242        0.003        0.091        167.913           
GPU 0     84                17                0.632        0.592        0.266        0.003        0.099        88.590            
GPU 0     99                20                0.670        0.627        0.283        0.003        0.105        179.400           
GPU 0     0                 0                 0.669        0.625        0.282        0.003        0.105        37.561            
GPU 0     0                 0                 0.247        0.228        0.100        0.001        0.034        37.255            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.962            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.864            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.668            
