#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.106            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.142            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.044            
GPU 0     62                13                0.182        0.169        0.074        0.001        0.020        104.400           
GPU 0     67                10                0.616        0.568        0.247        0.003        0.089        100.704           
GPU 0     61                9                 0.616        0.568        0.247        0.003        0.089        73.364            
GPU 0     55                9                 0.647        0.597        0.258        0.003        0.093        171.913           
GPU 0     74                13                0.619        0.566        0.226        0.003        0.088        186.701           
GPU 0     81                14                0.632        0.588        0.232        0.003        0.094        81.089            
GPU 0     70                12                0.647        0.597        0.240        0.003        0.092        165.597           
GPU 0     57                9                 0.642        0.592        0.243        0.003        0.093        81.382            
GPU 0     51                10                0.628        0.573        0.229        0.003        0.089        166.577           
GPU 0     64                12                0.646        0.597        0.254        0.003        0.093        95.209            
GPU 0     85                18                0.633        0.586        0.254        0.003        0.093        86.031            
GPU 0     81                13                0.602        0.541        0.205        0.003        0.082        179.705           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     42                7                 0.669        0.617        0.266        0.003        0.095        63.824            
GPU 0     68                10                0.585        0.524        0.194        0.003        0.076        125.760           
GPU 0     69                11                0.645        0.591        0.251        0.003        0.093        81.362            
GPU 0     85                14                0.632        0.578        0.230        0.003        0.089        167.603           
GPU 0     70                11                0.654        0.608        0.238        0.003        0.097        106.182           
GPU 0     74                13                0.623        0.566        0.211        0.003        0.084        82.980            
GPU 0     63                12                0.643        0.590        0.243        0.003        0.092        165.293           
GPU 0     48                9                 0.649        0.588        0.228        0.003        0.088        94.183            
GPU 0     88                14                0.645        0.597        0.268        0.003        0.092        85.635            
GPU 0     49                9                 0.662        0.616        0.260        0.003        0.098        167.134           
GPU 0     82                17                0.630        0.571        0.233        0.003        0.087        82.407            
GPU 0     77                11                0.617        0.553        0.206        0.003        0.082        160.135           
GPU 0     0                 0                 0.644        0.587        0.241        0.003        0.092        36.828            
