Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,20000,505.70135,158.2391151268682
StepA,20000,13.51505,158.91808567273998
StepB,20000,216.3021,158.59170565379432
StepD,20000,23.324,158.93702914905114
StepE,20000,85.6541,158.84992653190898
