#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.816            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.864            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.864            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.864            
GPU 0     65                7                 0.090        0.079        0.027        0.000        0.007        49.035            
GPU 0     50                7                 0.591        0.523        0.190        0.002        0.077        87.211            
GPU 0     64                10                0.544        0.475        0.163        0.002        0.068        86.323            
GPU 0     69                10                0.556        0.478        0.156        0.002        0.068        97.480            
GPU 0     41                6                 0.511        0.435        0.139        0.002        0.062        126.355           
GPU 0     67                10                0.506        0.432        0.140        0.002        0.061        74.400            
GPU 0     59                9                 0.571        0.493        0.168        0.002        0.069        166.567           
GPU 0     53                8                 0.557        0.483        0.162        0.002        0.070        93.387            
GPU 0     21                3                 0.511        0.432        0.136        0.002        0.061        94.245            
GPU 0     68                10                0.594        0.514        0.176        0.002        0.072        80.915            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     50                7                 0.568        0.484        0.153        0.002        0.068        100.576           
GPU 0     67                9                 0.496        0.419        0.130        0.002        0.059        84.934            
GPU 0     60                9                 0.478        0.406        0.127        0.002        0.057        84.739            
GPU 0     75                11                0.545        0.474        0.161        0.002        0.067        119.231           
GPU 0     64                9                 0.495        0.418        0.129        0.002        0.060        140.781           
GPU 0     66                9                 0.572        0.496        0.172        0.002        0.070        82.177            
GPU 0     58                8                 0.536        0.452        0.138        0.002        0.064        112.610           
GPU 0     72                11                0.579        0.502        0.173        0.002        0.072        108.745           
GPU 0     65                10                0.501        0.427        0.137        0.002        0.061        171.712           
GPU 0     76                11                0.502        0.429        0.136        0.002        0.062        101.918           
GPU 0     45                7                 0.502        0.429        0.136        0.002        0.062        94.314            
GPU 0     59                8                 0.512        0.427        0.124        0.002        0.060        159.843           
GPU 0     0                 0                 0.509        0.431        0.132        0.002        0.060        39.942            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.539            
