Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,25000,2675.28064,173.2561765826952
StepA,25000,15.66456,178.79747967072655
StepB,25000,369.98108,173.5616942398345
StepD,25000,38.20932,173.91183365680934
StepE,25000,112.78984,173.86103635086548
