#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.800            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     97                11                0.091        0.086        0.038        0.000        0.008        86.425            
GPU 0     92                12                0.950        0.913        0.366        0.001        0.131        145.143           
GPU 0     100               22                0.951        0.919        0.374        0.001        0.132        162.946           
GPU 0     94                14                0.918        0.860        0.306        0.001        0.113        123.385           
GPU 0     93                16                0.933        0.894        0.363        0.001        0.124        118.654           
GPU 0     93                13                0.862        0.803        0.286        0.001        0.108        134.087           
GPU 0     94                16                0.952        0.917        0.366        0.001        0.129        173.154           
GPU 0     96                17                0.952        0.917        0.366        0.001        0.129        171.817           
GPU 0     96                16                0.955        0.924        0.376        0.001        0.128        167.009           
GPU 0     97                18                0.829        0.789        0.310        0.001        0.105        168.930           
GPU 0     96                20                0.935        0.902        0.379        0.001        0.138        164.081           
GPU 0     96                17                0.898        0.853        0.332        0.001        0.127        163.911           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     97                16                0.957        0.930        0.390        0.001        0.136        159.590           
GPU 0     96                20                0.944        0.904        0.350        0.001        0.121        165.878           
GPU 0     97                17                0.949        0.910        0.363        0.001        0.129        170.408           
GPU 0     95                13                0.904        0.858        0.322        0.001        0.117        164.810           
GPU 0     94                14                0.950        0.906        0.355        0.001        0.119        162.944           
GPU 0     95                16                0.949        0.915        0.357        0.001        0.129        158.672           
GPU 0     96                16                0.951        0.923        0.374        0.001        0.128        162.448           
GPU 0     93                18                0.902        0.867        0.346        0.001        0.121        166.525           
GPU 0     95                15                0.954        0.922        0.369        0.001        0.139        167.659           
GPU 0     95                13                0.917        0.876        0.331        0.001        0.123        171.386           
GPU 0     95                15                0.932        0.898        0.357        0.001        0.124        168.900           
GPU 0     97                16                0.901        0.860        0.333        0.001        0.115        164.566           
GPU 0     68                9                 0.959        0.931        0.405        0.001        0.129        67.966            
GPU 0     0                 0                 0.872        0.835        0.329        0.001        0.121        37.427            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.023            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.827            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.534            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.149            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.945            
