#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.031            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.669            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.562            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.571            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.571            
GPU 0     43                7                 0.101        0.086        0.027        0.000        0.009        92.609            
GPU 0     15                2                 0.264        0.215        0.056        0.001        0.030        58.344            
GPU 0     0                 0                 0.311        0.256        0.068        0.001        0.035        151.690           
GPU 0     43                6                 0.284        0.234        0.064        0.001        0.033        82.486            
GPU 0     20                3                 0.268        0.222        0.062        0.001        0.032        115.906           
GPU 0     45                6                 0.268        0.222        0.062        0.001        0.032        115.694           
GPU 0     0                 0                 0.258        0.213        0.058        0.001        0.030        77.788            
GPU 0     7                 1                 0.280        0.230        0.063        0.001        0.033        142.401           
GPU 0     2                 0                 0.298        0.246        0.068        0.001        0.035        78.374            
GPU 0     24                4                 0.269        0.222        0.061        0.001        0.032        78.178            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     5                 1                 0.255        0.208        0.054        0.001        0.030        69.597            
GPU 0     40                6                 0.247        0.203        0.054        0.001        0.029        152.453           
GPU 0     17                2                 0.356        0.293        0.080        0.001        0.042        106.707           
GPU 0     45                6                 0.265        0.219        0.060        0.001        0.031        108.172           
GPU 0     19                3                 0.252        0.206        0.056        0.001        0.028        91.590            
GPU 0     40                6                 0.233        0.191        0.049        0.001        0.027        111.986           
GPU 0     0                 0                 0.267        0.218        0.057        0.001        0.031        70.182            
GPU 0     28                4                 0.293        0.240        0.063        0.001        0.034        162.968           
GPU 0     37                5                 0.241        0.197        0.051        0.001        0.028        117.503           
GPU 0     33                5                 0.290        0.238        0.063        0.001        0.034        114.725           
GPU 0     24                4                 0.259        0.212        0.056        0.001        0.030        104.859           
GPU 0     0                 0                 0.279        0.229        0.062        0.001        0.033        40.151            
