#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.969            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.419            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.419            
GPU 0     18                9                 0.063        0.052        0.022        0.009        0.016        191.444           
GPU 0     12                1                 0.063        0.052        0.022        0.009        0.016        205.578           
GPU 0     69                38                0.325        0.285        0.140        0.053        0.140        63.898            
GPU 0     0                 0                 0.448        0.423        0.223        0.087        0.224        63.008            
GPU 0     88                56                0.360        0.331        0.169        0.066        0.169        164.946           
GPU 0     43                4                 0.532        0.513        0.278        0.110        0.281        89.448            
GPU 0     0                 0                 0.426        0.405        0.212        0.082        0.211        63.898            
GPU 0     13                1                 0.414        0.396        0.209        0.083        0.208        65.678            
GPU 0     0                 0                 0.476        0.460        0.246        0.097        0.249        65.276            
GPU 0     0                 0                 0.402        0.380        0.197        0.077        0.197        65.678            
GPU 0     100               67                0.471        0.452        0.241        0.097        0.240        164.998           
GPU 0     52                14                0.484        0.465        0.249        0.099        0.250        66.264            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     27                13                0.438        0.416        0.217        0.081        0.215        152.116           
GPU 0     74                27                0.446        0.426        0.225        0.090        0.229        66.940            
GPU 0     0                 0                 0.412        0.392        0.203        0.079        0.202        66.648            
GPU 0     59                34                0.394        0.370        0.192        0.076        0.193        161.191           
GPU 0     0                 0                 0.448        0.429        0.228        0.093        0.229        66.746            
GPU 0     55                15                0.397        0.376        0.194        0.074        0.196        67.117            
GPU 0     18                2                 0.456        0.433        0.226        0.089        0.225        68.311            
GPU 0     96                60                0.449        0.426        0.224        0.088        0.224        168.148           
GPU 0     0                 0                 0.454        0.434        0.231        0.096        0.235        67.136            
GPU 0     25                2                 0.448        0.431        0.226        0.087        0.226        67.312            
GPU 0     0                 0                 0.406        0.383        0.199        0.077        0.200        67.331            
GPU 0     20                2                 0.448        0.428        0.225        0.090        0.223        67.812            
GPU 0     97                60                0.481        0.462        0.249        0.092        0.252        85.213            
GPU 0     100               75                0.483        0.458        0.241        0.095        0.242        159.599           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     98                65                0.436        0.414        0.216        0.086        0.219        162.928           
GPU 0     0                 0                 0.425        0.404        0.211        0.082        0.209        67.722            
GPU 0     100               77                0.387        0.368        0.193        0.076        0.195        160.081           
GPU 0     0                 0                 0.492        0.469        0.247        0.098        0.248        67.604            
GPU 0     0                 0                 0.290        0.278        0.148        0.059        0.150        67.057            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.498            
