#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.314            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.057            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.057            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.057            
GPU 0     94                20                0.393        0.381        0.162        0.000        0.048        165.372           
GPU 0     96                15                0.945        0.906        0.359        0.001        0.127        171.955           
GPU 0     96                13                0.943        0.903        0.357        0.001        0.135        170.087           
GPU 0     96                16                0.954        0.923        0.383        0.001        0.125        149.767           
GPU 0     100               21                0.937        0.906        0.373        0.001        0.130        177.649           
GPU 0     96                20                0.960        0.934        0.405        0.001        0.139        169.060           
GPU 0     97                16                0.886        0.842        0.308        0.001        0.111        162.816           
GPU 0     97                15                0.886        0.842        0.308        0.001        0.111        168.124           
GPU 0     97                18                0.945        0.909        0.362        0.001        0.121        124.357           
GPU 0     96                19                0.929        0.896        0.361        0.001        0.123        165.328           
GPU 0     94                12                0.944        0.908        0.372        0.001        0.128        170.780           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     99                17                0.893        0.835        0.295        0.001        0.116        167.834           
GPU 0     96                17                0.953        0.920        0.362        0.001        0.125        162.210           
GPU 0     46                6                 0.920        0.888        0.347        0.001        0.123        172.828           
GPU 0     97                16                0.929        0.891        0.364        0.001        0.124        167.046           
GPU 0     97                16                0.950        0.914        0.369        0.001        0.122        164.973           
GPU 0     97                16                0.963        0.934        0.386        0.001        0.132        160.647           
GPU 0     96                19                0.900        0.856        0.318        0.001        0.114        170.769           
GPU 0     91                12                0.958        0.931        0.376        0.001        0.133        159.167           
GPU 0     93                12                0.908        0.855        0.319        0.001        0.112        178.480           
GPU 0     96                16                0.930        0.878        0.310        0.001        0.118        140.628           
GPU 0     97                16                0.905        0.869        0.335        0.001        0.119        166.351           
GPU 0     76                10                0.957        0.929        0.375        0.001        0.131        180.134           
GPU 0     95                17                0.899        0.857        0.322        0.001        0.115        168.803           
GPU 0     0                 0                 0.958        0.929        0.392        0.001        0.126        76.593            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.667        0.634        0.235        0.000        0.088        42.133            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.644            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.350            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.546            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.240            
