#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        27.442            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        65.906            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.016            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.114            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.212            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.309            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.296            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.406            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.504            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.504            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.602            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        85.873            
GPU 0     N/A               N/A               0.019        0.014        0.004        0.000        0.004        100.391           
GPU 0     N/A               N/A               0.517        0.449        0.246        0.011        0.153        115.651           
GPU 0     N/A               N/A               0.511        0.438        0.235        0.011        0.150        123.571           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.509        0.437        0.236        0.010        0.149        113.010           
GPU 0     N/A               N/A               0.509        0.437        0.237        0.010        0.149        105.796           
GPU 0     N/A               N/A               0.517        0.445        0.241        0.011        0.153        113.657           
GPU 0     N/A               N/A               0.512        0.441        0.238        0.011        0.151        117.619           
GPU 0     N/A               N/A               0.504        0.435        0.234        0.010        0.149        112.721           
GPU 0     N/A               N/A               0.507        0.436        0.235        0.010        0.149        118.054           
GPU 0     N/A               N/A               0.516        0.443        0.238        0.011        0.152        124.678           
GPU 0     N/A               N/A               0.513        0.439        0.236        0.010        0.151        114.639           
GPU 0     N/A               N/A               0.487        0.419        0.226        0.010        0.144        121.240           
GPU 0     N/A               N/A               0.517        0.445        0.241        0.011        0.154        109.236           
GPU 0     N/A               N/A               0.507        0.438        0.237        0.011        0.150        112.690           
GPU 0     N/A               N/A               0.506        0.433        0.233        0.010        0.148        107.042           
GPU 0     N/A               N/A               0.504        0.434        0.233        0.010        0.148        94.439            
GPU 0     N/A               N/A               0.516        0.445        0.241        0.011        0.152        105.025           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.504        0.434        0.235        0.010        0.148        115.783           
GPU 0     N/A               N/A               0.509        0.440        0.239        0.011        0.151        118.700           
GPU 0     N/A               N/A               0.514        0.443        0.239        0.011        0.152        124.384           
GPU 0     N/A               N/A               0.497        0.427        0.230        0.010        0.145        97.853            
GPU 0     N/A               N/A               0.487        0.420        0.225        0.010        0.144        112.012           
GPU 0     N/A               N/A               0.510        0.438        0.236        0.011        0.150        67.474            
GPU 0     N/A               N/A               0.093        0.081        0.045        0.002        0.028        67.297            
