#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.030            
GPU 0     18                1                 0.001        0.000        0.000        0.000        0.000        34.848            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     4                 0                 0.010        0.008        0.002        0.000        0.001        35.142            
GPU 0     39                5                 0.328        0.281        0.064        0.000        0.032        65.868            
GPU 0     30                4                 0.297        0.252        0.054        0.000        0.029        63.519            
GPU 0     15                2                 0.291        0.247        0.053        0.000        0.028        62.714            
GPU 0     30                4                 0.295        0.251        0.054        0.000        0.028        46.012            
GPU 0     9                 1                 0.295        0.251        0.054        0.000        0.028        60.739            
GPU 0     13                2                 0.371        0.315        0.067        0.000        0.036        62.519            
GPU 0     38                5                 0.324        0.274        0.059        0.000        0.032        61.238            
GPU 0     34                4                 0.325        0.275        0.059        0.000        0.032        63.117            
GPU 0     47                6                 0.308        0.261        0.056        0.000        0.030        65.496            
GPU 0     24                3                 0.275        0.233        0.050        0.000        0.027        62.324            
GPU 0     33                4                 0.251        0.213        0.045        0.000        0.025        153.949           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     28                4                 0.322        0.273        0.058        0.000        0.032        72.266            
GPU 0     49                6                 0.286        0.243        0.052        0.000        0.028        65.684            
GPU 0     25                3                 0.317        0.268        0.057        0.000        0.031        76.032            
GPU 0     15                2                 0.196        0.167        0.036        0.000        0.019        133.864           
GPU 0     30                4                 0.297        0.252        0.054        0.000        0.029        72.842            
GPU 0     45                6                 0.276        0.234        0.050        0.000        0.027        106.968           
GPU 0     30                4                 0.292        0.248        0.053        0.000        0.029        65.283            
GPU 0     23                3                 0.264        0.224        0.048        0.000        0.026        63.825            
GPU 0     59                6                 0.293        0.248        0.053        0.000        0.029        70.007            
GPU 0     0                 0                 0.274        0.233        0.050        0.000        0.026        35.729            
GPU 0     0                 0                 0.164        0.139        0.030        0.000        0.015        35.248            
