#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.336            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.828            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     60                8                 0.185        0.158        0.036        0.000        0.014        138.747           
GPU 0     49                6                 0.185        0.158        0.036        0.000        0.014        95.957            
GPU 0     15                2                 0.378        0.321        0.069        0.000        0.037        60.531            
GPU 0     15                2                 0.381        0.328        0.077        0.000        0.038        60.629            
GPU 0     41                5                 0.332        0.283        0.061        0.000        0.033        90.093            
GPU 0     70                9                 0.408        0.348        0.076        0.000        0.040        152.661           
GPU 0     45                6                 0.335        0.287        0.066        0.000        0.033        118.169           
GPU 0     51                6                 0.308        0.261        0.056        0.000        0.030        119.728           
GPU 0     31                4                 0.424        0.362        0.080        0.000        0.042        104.227           
GPU 0     60                8                 0.308        0.262        0.057        0.000        0.030        120.024           
GPU 0     15                2                 0.374        0.318        0.069        0.000        0.037        126.190           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     30                4                 0.280        0.238        0.051        0.000        0.027        138.939           
GPU 0     24                3                 0.343        0.292        0.064        0.000        0.034        62.727            
GPU 0     30                4                 0.401        0.342        0.076        0.000        0.039        62.617            
GPU 0     42                5                 0.321        0.274        0.060        0.000        0.032        63.520            
GPU 0     0                 0                 0.337        0.286        0.061        0.000        0.033        62.824            
GPU 0     42                5                 0.389        0.331        0.074        0.000        0.038        121.739           
GPU 0     15                2                 0.349        0.297        0.066        0.000        0.034        63.710            
GPU 0     41                5                 0.367        0.312        0.069        0.000        0.036        124.225           
GPU 0     45                6                 0.369        0.314        0.068        0.000        0.036        62.239            
GPU 0     15                2                 0.342        0.292        0.065        0.000        0.034        63.313            
GPU 0     0                 0                 0.346        0.294        0.063        0.000        0.034        35.337            
