#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.534            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.266            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     54                5                 0.059        0.046        0.012        0.000        0.004        38.422            
GPU 0     0                 0                 0.191        0.156        0.040        0.001        0.021        35.569            
GPU 0     0                 0                 0.128        0.104        0.027        0.000        0.013        51.392            
GPU 0     1                 0                 0.206        0.168        0.043        0.001        0.021        85.594            
GPU 0     25                3                 0.145        0.118        0.030        0.000        0.015        37.543            
GPU 0     0                 0                 0.145        0.118        0.030        0.000        0.015        64.418            
GPU 0     21                3                 0.183        0.149        0.039        0.001        0.019        52.062            
GPU 0     2                 1                 0.155        0.126        0.033        0.001        0.015        54.638            
GPU 0     0                 0                 0.178        0.145        0.037        0.001        0.018        35.960            
GPU 0     29                3                 0.196        0.161        0.041        0.001        0.017        36.070            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     20                3                 0.169        0.138        0.035        0.001        0.016        110.798           
GPU 0     45                5                 0.176        0.144        0.037        0.001        0.019        84.207            
GPU 0     1                 0                 0.181        0.148        0.038        0.001        0.020        63.331            
GPU 0     0                 0                 0.202        0.165        0.043        0.001        0.022        62.527            
GPU 0     3                 0                 0.102        0.083        0.021        0.000        0.011        66.864            
GPU 0     20                3                 0.179        0.147        0.038        0.001        0.018        58.911            
GPU 0     0                 0                 0.130        0.106        0.027        0.000        0.013        50.494            
GPU 0     45                7                 0.163        0.132        0.034        0.001        0.017        62.527            
GPU 0     5                 0                 0.180        0.146        0.038        0.001        0.016        39.620            
GPU 0     12                2                 0.132        0.107        0.028        0.000        0.013        62.625            
GPU 0     29                3                 0.191        0.156        0.040        0.001        0.019        41.710            
GPU 0     0                 0                 0.092        0.075        0.019        0.000        0.008        35.568            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.960            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.862            
