#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.326            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.532            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.238            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.238            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     95                17                0.000        0.000        0.000        0.000        0.000        169.043           
GPU 0     92                20                0.792        0.771        0.338        0.001        0.115        164.334           
GPU 0     92                16                0.963        0.942        0.415        0.001        0.151        164.432           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     99                22                0.958        0.940        0.425        0.001        0.145        166.052           
GPU 0     100               27                0.960        0.940        0.423        0.001        0.147        161.541           
GPU 0     95                20                0.952        0.928        0.402        0.001        0.148        162.953           
GPU 0     96                20                0.957        0.932        0.385        0.001        0.157        142.998           
GPU 0     95                20                0.968        0.943        0.423        0.001        0.148        165.471           
GPU 0     94                20                0.962        0.943        0.398        0.001        0.149        162.715           
GPU 0     95                20                0.969        0.946        0.396        0.001        0.164        161.974           
GPU 0     95                20                0.968        0.944        0.403        0.001        0.158        165.360           
GPU 0     0                 0                 0.965        0.949        0.400        0.001        0.163        37.059            
GPU 0     0                 0                 0.275        0.269        0.113        0.000        0.043        36.757            
